reaction_id,original_smiles,reaction_core,reaction_template
7568,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3][H:12])[H:11])([H:9])[H:10].[C:4](\[C:5]([H:8])([H:14])[H:15])(=[C:6](\[C:7]([H:17])([H:18])[H:19])[H:16])[H:13],[C:1]([C:2][C:4]1[C:5][C:6]1)[H:8]>>[C:1]=[C:2].[C:4]([C:5][H:8])=[C:6],C(CC1CC1)[#1]>>C=C.C(C[#1])=C
7569,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4]1\[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10].[O:3]([H:12])[H:13],[C:2]([O:3])[C:4][H:13]>>[C:2]=[C:4].[O:3][H:13],C(O)C[#1]>>C=C.O[#1]
7570,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:4](=[C:2](/[O:3][H:12])[H:11])[H:13])([H:8])([H:9])[H:10].[C:5](=[C:6]([C:7]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15],[C:1][C:2][C:4]1[C:5][C:6]1>>[C:1][C:4]=[C:2].[C:5]=[C:6],CCC1CC1>>CC=C.C=C
7571,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:3][H:12])([H:8])([H:9])[H:10].[C:2]([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11],[C:1][C:2][O:3]>>[C:1][O:3].[C:2],CCO>>CO.C
7572,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:7]([H:17])([H:18])[H:19])([C:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1([H:12])[H:16])[H:11])([H:8])([H:9])[H:10],[C:6][C:7].[O:3][H:12]>>[C:6][H:12].[O:3][C:7],CC.O[#1]>>C[#1].OC
7573,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6][C:7]([H:17])([H:18])[H:19])[H:13])[H:11])([H:8])([H:9])[H:10],[C:5][C:6][H:16]>>[C:5][H:16].[C:6],CC[#1]>>C[#1].C
7574,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@@:4]1([C:5]([C:6]([C:7]([H:17])([H:18])[H:19])([H:12])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10],[C:4][C:6].[O:3][H:12]>>[C:6][H:12].[O:3][C:4],CC.O[#1]>>C[#1].OC
7575,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4](/[C:5]([C@:6]([O:3][H:12])([C:7]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:2]([O:3])[C:4][C:6]>>[C:2]=[C:4].[O:3][C:6],C(O)CC>>C=C.OC
7576,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C:4]([C:5]([C:6][C:7]([H:17])([H:18])[H:19])([H:14])[H:15])([H:13])[H:16])[H:11])([H:8])([H:9])[H:10],[C:4][C:6][H:16]>>[C:4][H:16].[C:6],CC[#1]>>C[#1].C
7577,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[H:11])([H:8])([H:9])[H:10].[C:4]1([H:13])=[C:5]([H:15])[C:6]1([C:7]([H:17])([H:18])[H:19])[H:16].[H:12][H:14],[C:2]([O:3][H:12])[C:4][C:5][H:14]>>[C:2]=[O:3].[C:4]=[C:5].[H:12][H:14],C(O[#1])CC[#1]>>C=O.C=C.[#1][#1]
7578,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:12].[C:2](=[O:3])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11],[C:1][C:2][O:3][H:12]>>[C:1][H:12].[C:2]=[O:3],CCO[#1]>>C[#1].C=O
7579,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][H:12])=[C:4]([H:11])[H:13])([H:8])([H:9])[H:10].[C:5](=[C:6]([C:7]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15],[C:2]([C:4]1[C:5][C:6]1)[H:11]>>[C:2]=[C:4][H:11].[C:5]=[C:6],C(C1CC1)[#1]>>C=C[#1].C=C
7580,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C:6]1)[H:11])([H:8])([H:9])[H:10].[C:7]([H:16])([H:17])([H:18])[H:19],[C:6]([C:7])[H:16]>>[C:6].[C:7][H:16],C(C)[#1]>>C.C[#1]
7581,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4](\[C@@:6]([C:5]([O:3][H:12])([H:14])[H:15])([C:7]([H:17])([H:18])[H:19])[H:16])[H:13])[H:11])([H:8])([H:9])[H:10],[C:2]([O:3])[C:4][C:5]>>[C:2]=[C:4].[O:3][C:5],C(O)CC>>C=C.OC
7582,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:3][H:12])=[C:4](\[C:5]([C:6](=[C:7]([H:17])[H:19])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10].[H:11][H:18],[C:2]([C:4][C:6][C:7][H:18])[H:11]>>[C:2]=[C:4].[C:6]=[C:7].[H:11][H:18],C(CCC[#1])[#1]>>C=C.C=C.[#1][#1]
7583,[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:5]([C@:4]1([H:13])[C@:2]([O:3][H:12])([H:11])[C@@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1][C:2].[C:5][C:6]>>[C:1][C:5].[C:2][C:6],CC.CC>>CC.CC
7584,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[H:8])([H:9])[H:10].[C:6](=[O:7])([H:16])[H:17],[C:1]([C:2]1[C:6][O:7]1)[H:8]>>[C:1]=[C:2][H:8].[C:6]=[O:7],C(C1CO1)[#1]>>C=C[#1].C=O
7585,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([O:5][H:15])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10].[C:4]([H:13])[H:14],[C:3][C:4][O:5]>>[C:3][O:5].[C:4],CCO>>CO.C
7586,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10].[C:4]([O:5][H:15])[H:14],[C:3][C:4][H:13]>>[C:3][H:13].[C:4],CC[#1]>>C[#1].C
7587,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2][C:6]([O:7][C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([H:16])[H:17])([H:8])([H:9])[H:10],[C:2]([C:3])[O:7]>>[C:2].[C:3][O:7],C(C)O>>C.CO
7588,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4](=[O:5])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10].[H:13][H:15],[C:4]([O:5][H:15])[H:13]>>[C:4]=[O:5].[H:13][H:15],C(O[#1])[#1]>>C=O.[#1][#1]
7589,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:5][C:4]([C:3]([C@:2]1([H:15])[C:6]([H:16])([H:17])[O:7]1)([H:11])[H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1][C:2].[O:5][H:15]>>[C:1][O:5].[C:2][H:15],CC.O[#1]>>CO.C[#1]
7590,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([O:7][H:15])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[O:5][C:6]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:6][O:7].[O:5][H:15]>>[O:5][C:6].[O:7][H:15],CO.O[#1]>>OC.O[#1]
7591,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C:2]2([C:3]([H:11])([H:12])[C:4]1([H:13])[H:14])[C:6]([H:16])([H:17])[O:7]2.[O:5]([H:9])[H:15],[C:1][H:9].[C:4][O:5]>>[C:1][C:4].[O:5][H:9],C[#1].CO>>CC.O[#1]
7592,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:7][C:6]([C:2][C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([H:16])[H:17])([H:8])([H:9])[H:10],[C:1][C:2][O:7]>>[C:1][O:7].[C:2],CCO>>CO.C
7593,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3](=[C:4]([H:13])[H:14])[H:11])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10].[O:5]([H:12])[H:15],[C:3]([C:4][O:5])[H:12]>>[C:3]=[C:4].[O:5][H:12],C(CO)[#1]>>C=C.O[#1]
7594,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C-:2]=[O+:7][C:6]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([H:16])[H:17])([H:8])([H:9])[H:10],[C:2]1([C:3])[C:6][O:7]1>>[C-:2]=[O+:7][C:6][C:3],C1(C)CO1>>[C&-]=[O&+]CC
7595,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([O:7][H:15])([H:16])[H:17])([H:8])([H:9])[H:10].[C:4](=[O:5])([H:13])[H:14],[C:2]([C:3][C:4][O:5][H:15])[O:7]>>[C:2]=[C:3].[C:4]=[O:5].[O:7][H:15],C(CCO[#1])O>>C=C.C=O.O[#1]
7596,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]([H:16])[H:17])[O:7][H:14])([H:8])([H:9])[H:10].[C:3](=[C:4]([O:5][H:15])[H:13])([H:11])[H:12],[C:2]1([C:3][C:4][H:14])[C:6][O:7]1>>[C:2](=[C:6])[O:7][H:14].[C:3]=[C:4],C1(CC[#1])CO1>>C(=C)O[#1].C=C
7597,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@:6]1([H:16])[O:7]2)([H:8])([H:9])[H:10].[O:5]([H:15])[H:17],[C:4][O:5].[C:6][H:17]>>[C:4][C:6].[O:5][H:17],CO.C[#1]>>CC.O[#1]
7598,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([C:6][H:17])[O:7][H:16])([H:8])([H:9])[H:10],[C:6]([O:7])[H:16]>>[C:6].[O:7][H:16],C(O)[#1]>>C.O[#1]
7599,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])=[O+:7][C-:6]([H:16])[H:17])([H:8])([H:9])[H:10],[C:2]1[C:6][O:7]1>>[C:2]=[O+:7][C-:6],C1CO1>>C=[O&+][C&-]
7600,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([O+:7]=[C-:6][H:17])[H:16])([H:8])([H:9])[H:10],[C:2]1[C:6]([H:16])[O:7]1>>[C:2]([O+:7]=[C-:6])[H:16],C1C([#1])O1>>C([O&+]=[C&-])[#1]
7601,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C-:2]([N:3]([C+:4]([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])[H:12])[H:11])([H:8])([H:9])[H:10],[C:2][C:4]>>[C+:4].[C-:2],CC>>[C&+].[C&-]
7602,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]/[C:4]([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])([H:12])[H:13])[H:11])([H:8])([H:9])[H:10],[C:2]1[N:3]([H:12])[C:4]1>>[C:2]=[N:3][C:4][H:12],C1N([#1])C1>>C=NC[#1]
7603,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C@:2]2([H:11])[N:3]([H:12])[C@:4]2([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:10])[H:16],[C:1][H:10].[C:6]=[O:7]>>[C:1][C:6][O:7][H:10],C[#1].C=O>>CCO[#1]
7604,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N+:3]([H:12])([H:13])[C-:4]1[C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])([H:8])([H:9])[H:10],[N:3][C:4][H:13]>>[N+:3]([C-:4])[H:13],NC[#1]>>[N&+]([C&-])[#1]
7605,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[N:3]=[C:4](\[C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:2]1[N:3]([H:12])[C:4]1>>[C:2]([N:3]=[C:4])[H:12],C1N([#1])C1>>C(N=C)[#1]
7606,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2][N:3]([C:4]([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])([H:11])[H:13])[H:12])([H:8])([H:9])[H:10],[C:2]([C:4])[H:11]>>[C:2].[C:4][H:11],C(C)[#1]>>C.C[#1]
7607,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([N:3]([C:4][H:13])[H:12])([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],[C:2][C:4][C:5]>>[C:2][C:5].[C:4],CCC>>CC.C
7608,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2](/[C:4](=[N:3]/[H:12])[H:13])([O:7][C:6](=[C:5]([H:14])[H:15])[H:16])[H:11])([H:8])([H:9])[H:10],[C:2]1[N:3][C:4]1[C:5].[O:7]>>[C:2]([C:4]=[N:3])[O:7].[C:5],C1NC1C.O>>C(C=N)O.C
7609,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])[H:9].[H:10][H:11],[C:1]([C:2][H:11])[H:10]>>[C:1]=[C:2].[H:10][H:11],C(C[#1])[#1]>>C=C.[#1][#1]
7610,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:4][C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:12])([H:11])[H:13])([H:8])([H:9])[H:10],[C:2][C:4][H:13]>>[C:2][H:13].[C:4],CC[#1]>>C[#1].C
7611,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4]1([H:13])[H:14])([H:8])([H:9])[H:10].[C:5](=[C:6]=[O:7])([H:15])[H:16],[C:4][C:5]([C:6][H:16])[H:14]>>[C:4][H:14].[C:5](=[C:6])[H:16],CC(C[#1])[#1]>>C[#1].C(=C)[#1]
7612,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4]1=[C:5]([H:14])[H:15])([H:8])([H:9])[H:10].[H:13][H:16],[C:4]([C:5][C:6](=[O:7])[H:16])[H:13]>>[C-:6]#[O+:7].[C:4]=[C:5].[H:13][H:16],C(CC(=O)[#1])[#1]>>[C&-]#[O&+].C=C.[#1][#1]
7613,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([N:3]([C:6](=[O:7])[H:16])[H:12])([C:4](=[C:5]([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[N:3][C:4][C:5][C:6]>>[C:4]=[C:5].[N:3][C:6],NCCC>>C=C.NC
7614,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]/[H:12])[H:11])([H:8])([H:9])[H:10].[C:4](=[C:5]([H:14])[H:15])([C:6](=[O:7])[H:16])[H:13],[C:2]1[N:3][C:4]1[C:5][C:6]>>[C:2]=[N:3].[C:4](=[C:5])[C:6],C1NC1CC>>C=N.C(=C)C
7615,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2][C@@:4]([N:3]([H:11])[H:12])([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10],[C:2]([N:3])[H:11]>>[C:2].[N:3][H:11],C(N)[#1]>>C.N[#1]
7616,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([C@:2]1([H:11])[N:3]([H:12])[C@@:4]1([C:5]([H:14])([H:15])[H:16])[H:13])([H:8])([H:9])[H:10],[C:5][C:6](=[O:7])[H:16]>>[C-:6]#[O+:7].[C:5][H:16],CC(=O)[#1]>>[C&-]#[O&+].C[#1]
7617,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6][O:7][H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10],[C:6](=[O:7])[H:16]>>[C:6][O:7][H:16],C(=O)[#1]>>CO[#1]
7618,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:11])[C@@:4]2([H:13])[N:3]([H:12])[C@:6]([H:16])([C:5]2([H:14])[H:15])[O:7]1)([H:8])([H:9])[H:10],[C:2][N:3].[C:6]=[O:7]>>[C:2][O:7][C:6][N:3],CN.C=O>>COCN
7619,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([N:3]([C:4](=[C:5]([H:14])[H:15])[H:13])[H:12])[H:11])([H:8])[H:9].[C:6](=[O:7])([H:10])[H:16],[C:1]([C:2][C:4][C:5][C:6])[H:10]>>[C:1]=[C:2].[C:4]=[C:5].[C:6][H:10],C(CCCC)[#1]>>C=C.C=C.C[#1]
7620,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([O+:7]=[C-:6][H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10],[C:5][C:6]=[O:7]>>[C:5][O+:7]=[C-:6],CC=O>>C[O&+]=[C&-]
7621,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([N+:3]1([H:12])[C-:2]([H:11])[C@@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10],[C:1][C:2][N:3]>>[C:1][N+:3][C-:2],CCN>>C[N&+][C&-]
7622,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1(/[C:5](=[C:6](\[O:7][H:10])[H:16])[H:15])[H:13])([H:8])([H:9])[H:14],[C:1][H:10].[C:5][H:14].[O:7]>>[C:1][H:14].[C:5].[O:7][H:10],C[#1].C[#1].O>>C[#1].C.O[#1]
7623,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[N:3](=[C:4](/[C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])\[H:12],[C:1]([C:2]1[N:3][C:4]1)[H:10]>>[C:1]=[C:2][H:10].[N:3]=[C:4],C(C1NC1)[#1]>>C=C[#1].N=C
