reaction_type_index,reaction_type,reaction_indices
1492,O=C1CCOC1>>C=C.[O&+]#[C&-].O=C,[4918]
1493,O=C1CN2CC12>>C=NC=C.[O&+]#[C&-],[528]
1494,O=C1COC1>>[O&+]1=[C&-]C1.O=C,[1988]
1495,O=C1COCC1>>C=O.C=C.[O&+]#[C&-],[8516]
1496,O=C1CC2NC12>>C=CC=N.[O&+]#[C&-],[3645]
1497,O=C(N)[#1]>>N[#1].[O&+]#[C&-],[6936]
1498,O=C(NC[#1])N>>N=C.N[#1].[O&+]#[C&-],[10129]
1499,O=C(NC[#1])[#1]>>[#1][#1].N=C.[O&+]#[C&-],[322]
1500,C(C=O)[#1].O[#1]>>OCC(O[#1])[#1],[7841]
1501,O=C(O)[#1]>>[O&+]#[C&-].O[#1],[6274]
1502,O=C(OCC)[#1]>>C[#1].[O&+]#[C&-].O=C,[6275]
1503,O=C(c)[#1]>>[O&+]#[C&-].c[#1],[8697]
1504,O=C(c1ncco1)[#1]>>O([C&+]=C1[N&-]C=CO1)[#1],[11268]
1505,O=C1C([#1])C=CC1>>o1c([#1])cccc1,[9092]
1506,O=C(c1nocc1)[#1]>>O([C&+]=C1[N&-]OC=C1)[#1],[8751]
1507,O=C(c1nocc1)[#1]>>[O&+]#CC1=CC([#1])O[N&-]1,[8750]
1508,C(C=O)[#1].C=O>>C1C(OC[#1])O1,[9954]
1509,O=C(n)[#1].n>>[O&+]#[C&-].n.n[#1],[7762]
1510,O=C(nn)[#1]>>[O&+]#[C&-].nn[#1],[7768]
1511,O=C.O>>C.[O&-][O&+],[9062]
1512,O=C.OC>>O(CO)C,[4770]
1513,O=C.OCC[#1]>>C=C.O(CO)[#1],[8767]
1514,O=C(c1ncno1)[#1]>>O([C&+]=C1N=C[N&-]O1)[#1],[6703]
1515,O(CCO)[#1]>>C.O=C.O[#1],[7853]
1516,O(CCOC)[#1]>>C=O.C[#1].O=C,[9471]
1517,O(CCO[#1])[#1]>>C(O[#1])[#1].O=C,[198]
1518,C(CC(O)[#1])[#1]>>[C&-]=[O&+].C=C.[#1][#1],[7684]
1519,C(CC(C=O)C[#1])[#1]>>[C&+]([O&-])C=C.C=C.[#1][#1],[10637]
1520,O(C[#1])[#1].O[#1]>>[#1][#1].O=C.O[#1],[8203]
1521,C(CC(=O)[#1])[#1]>>[C&-]#[O&+].C(C[#1])[#1],[623]
1522,C(CC(=O)[#1])C>>[C&-]#[O&+].C=C.C[#1],[7157]
1523,O1C([#1])C1>>[O&+](=[C&-])C[#1],[2795]
1524,O([C@]1C[C@@]1O)[#1].O>>O=CC=C.O.O[#1],[9467]
1525,O([C@]1C[C@]1O)[#1]>>O=CC=C.O[#1],[4513]
1526,O([C@]1[C@](C)C1)[#1]>>C[#1].O=CC=C,[5777]
1527,O(c)[#1].n>>O=c.n[#1],[7942]
1528,O(c1cccn1)[#1]>>O=C1C([#1])C=CN1,[4224]
1529,O(c1cccn1)[#1]>>O=C1C=CC([#1])N1,[4226]
1530,O(c1ccnn1)[#1]>>O=C1C([#1])C=NN1,[1803]
1531,O(c1ccnn1)[#1]>>O=C1C=C[N&-][N&+]1[#1],[1799]
1532,C(CC(=O)O)[#1]>>[C&-](O[#1])=[O&+].C=C,[1970]
1533,C(CC1NC1)[#1]>>C=C.N=CC[#1],[9724]
1534,C(CC)[#1]>>[C&+]C[#1].[C&-],[649]
1535,O(C(CN)[#1])[#1].O>>N.O=CC[#1].O[#1],[3883]
1536,C(CC)[#1]>>[C&+].[C&-].C[#1],[4070]
1537,O(C(C[#1])C)[#1]>>C.[#1][#1].O=CC,[5677]
1538,C(CC)[#1].O>>C.OCC[#1],[4959]
1539,C(CC)[#1].O>>C(C[#1])O.C,[3035]
1540,O(C1(C[#1])CC1)[#1]>>C=C.[#1][#1].O=C=C,[7160]
1541,O(CCNC)[#1]>>C=N.C[#1].O=C,[879]
1542,C(CC)[#1].O>>C(C)O.C[#1],[11827]
1543,O(CC)[#1].O[#1]>>C[#1].O=C.O[#1],[5464]
1544,C(CC)[#1].C>>C=C.C[#1].C,[11910]
1545,O(CCC#C)[#1]>>C1C([#1])=C1.O=C,[2167]
1546,C(CC)[#1].C>>C=C.C.C[#1],[4632]
1547,O(CCCC)[#1]>>C(C)C[#1].O=C,[6160]
1548,C(CC)O>>C=C.C.O,[9758]
1549,C(CC)N>>C=C.CN,[8850]
1550,O(C1CNC1)[#1]>>C=N.O=CC[#1],[10153]
1551,O.OCC#C>>OC1=CC1.O,[5708]
1552,O.OCC#C>>OC=C=C.O,[5716]
1553,O.OCC#N>>OC1=NC1.O,[1607]
1554,O.OCC#N>>ON=C=C.O,[1608]
1555,O.OCC>>[O&+][C&-].OC,[6276]
1556,O.OCC[#1]>>C=C.O[#1].O,[6271]
1557,O.c1cncn1[#1]>>C1C=NC=N1.O[#1],[8701]
1558,O.c1nc([#1])co1>>C1N([#1])[C&+]=CO1.[O&-],[11275]
1559,O(c1cncc1)[#1]>>O=C1C([#1])NC=C1,[4037]
1560,O.c1ncc([#1])o1>>C1[N&-]C=C=[O&+]1.O[#1],[11279]
1561,O.c1ncc([#1])o1>>C=NC=[C&+]O[#1].[O&-],[11272]
1562,O.c1ncno1>>C=NC=[N&+]=O.[O&-],[6701]
1563,O.c1nocc1>>C=[N&+]=O.C#C.[O&-],[8757]
1564,O.n1cncn1>>ON=CN=CN,[7771]
1565,C(CC#N)C#C>>C=C=CC1=NC1,[11820]
1566,O/C=N/C[#1]>>[C&-]=[N&+]=C.O[#1],[6308]
1567,O1C(C)C1>>[O&+](=[C&-])CC,[2794]
1568,O.c1nc([#1])co1>>C1[N&+]#CC([#1])O1.[O&-],[11276]
1569,O(c1cncc1)[#1]>>[O&-]C1=CN[C&+]C1[#1],[4039]
1570,O(c1cncn1)[#1]>>O=C1C([#1])NC=N1,[2486]
1571,O(c1cncn1)[#1]>>O=C1C=NC([#1])N1,[801]
1572,O(c1cnnc1)[#1]>>O=C1C([#1])NN=C1,[437]
1573,O(c1cnnc1)[#1]>>O=C1[C&+]N[N&-]C1[#1],[445]
1574,O(c1cnncn1)[#1]>>O=C1C([#1])N=NC=N1,[7946]
1575,O(c1cocn1)[#1]>>O=C1C([#1])OC=N1,[3182]
1576,O(c1nccn=1)[#1]>>O=C(/N=C\C=N)[#1],[9449]
1577,O.OC>>C.OO,[4920]
1578,O(c1nncc1)[#1]>>[O&-]C1=NN[C&+]C1[#1],[5553]
1579,O(c1nnnc1)[#1]>>OC1=NNNC1[#1],[5111]
1580,O(c1nocc1)[#1]>>[O&-]C1=N[O&+]=CC1[#1],[321]
1581,C(CC(=O)C)[#1]>>[C&-]#[O&+].C=C.C[#1],[2688]
1582,O(cn)[#1]>>O=c[n&+][#1],[2513]
1583,C(CC(=O)C#C)[#1]>>C=C.C(#[O&+])C(=[C&-])[#1],[7304]
1584,O.OC([#1])[#1]>>[#1][#1].[O&+]=C.[O&-],[1985]
1585,O.OC1CC1>>OCC=C.O,[6273]
1586,O(c1nccn=1)[#1]>>O=C1N=CC([#1])N1,[9454]
1587,C(C)[#1].C#N>>C1C=N1.C[#1],[9309]
1588,OC(C)O>>CO.[O&+]=[C&-],[8133]
1589,OC(C)O>>[C&-]=[O&+].OC,[7104]
1590,C(C)OC>>C=O.C.C,[9033]
1591,OC(C=C)[#1]>>[O&+]=CC([C&-])[#1],[8209]
1592,C(C)O>>[C&-][O&+].C,[6110]
1593,C(C)N[#1].C>>C=N.C.C[#1],[11415]
1594,C(C)NC[#1]>>[C&-][N&+]=C.C[#1],[4335]
1595,O=C1NC([#1])C=C1>>O(c1nccc1)[#1],[4384]
1596,OC(c1nocc1)[#1]>>[C&+]=C1[N&-]OC=C1.O[#1],[7453]
1597,OC.O.O>>CO.OO,[4475]
1598,C(C)NC[#1]>>C=[N&+][C&-].C[#1],[10232]
1599,OC.O[#1]>>C.O[#1].O,[7663]
1600,OC/C(O)=N/[#1]>>C(O)C#N.O[#1],[1682]
1601,OC1CC1.O[#1]>>C(=C)CO.O[#1],[10794]
1602,C(C)NC>>C(C)NC,[11765]
1603,OC=NC>>C#N.OC,[7391]
1604,OC(c1nncn1)[#1]>>[C&+]=C1[N&-]NC=N1.O[#1],[7322]
1605,OC(=N)C>>[O&+]=[C&-]NC,[11284]
1606,C(C1(OC)CC1)[#1]>>C=C=O.C=C.C[#1],[6880]
1607,C(C)[#1].N>>C[#1].[N&+][C&-],[9051]
1608,OC(=O)C#N>>[O&+]=[C&-]O[N&+]#[C&-],[2727]
1609,OC(=O)C(=O)[#1]>>[C&-]#[O&+].[C&-]#[O&+].O[#1],[5706]
1610,OC(=O)C(=O)[#1]>>[C&-]#[O&+].[O&+]=[C&-]O[#1],[5703]
1611,OC(=O)C=C>>[O&+]=[C&-]C1OC1,[11258]
1612,OC(=O)C>>[C&-]#[O&+].OC,[8488]
1613,OC(C)C>>C.C.[O&+]=[C&-],[10742]
1614,OC(=O)CN[#1]>>C=N.[O&+]=[C&-]O[#1],[3373]
1615,OC(=O)CN[#1]>>[C&-]#[O&+].C=N.O[#1],[3369]
1616,C(C)[#1].C[#1]>>C(C)[#1].C[#1],[11540]
1617,OC(C#C)[#1]>>[C&+]=C=[C&-].O[#1],[764]
1618,OC(C#C)[#1]>>[C&-]=C=[C&+].O[#1],[343]
1619,C(C)[#1].C>>C.C.C[#1],[3873]
1620,OC(C)=N>>[O&+]=[C&-]NC,[2341]
1621,OC(C)C#N>>[C&+]=C=[N&-].OC,[1395]
1622,OC(=O)CC=O>>[O&+]=[C&-]OC1CO1,[9297]
1623,C(C)CC>>C(CC)C,[11480]
1624,OCCO>>C=C.OO,[4370]
1625,C(C)C1OC1>>C=CC.O=C,[7696]
1626,OCC[#1].O[#1]>>C(CO)[#1].O[#1],[8014]
1627,C(C)C1CN1[#1]>>C=CN=C.C[#1],[7633]
1628,OCC[#1]>>OCC[#1],[6743]
1629,OCN([#1])[#1]>>[#1][#1].ON=C,[2593]
1630,OCNC>>C=N.OC,[7916]
1631,C(C)NC(=O)[#1]>>[C&-]#[O&+].C=N.C[#1],[11572]
1632,OCOC>>C=O.OC,[8132]
1633,C(C)C(O[#1])[#1]>>C(C=O)[#1].C[#1],[3488]
1634,C(C)C#N>>[C&+].C=C=[N&-],[3764]
1635,OCc1nocc1>>O/N=C1\CC1C=O,[7452]
1636,OCc>>C.Oc,[7454]
1637,ON=C>>OCN,[1654]
1638,ON=CC>>N#C.OC,[3637]
1639,ON=CCO[#1]>>C=O.N#C.O[#1],[10678]
1640,C(C)C1CN1[#1]>>C1CN=C1.C[#1],[7628]
1641,OC>>[C&+].[O&-],[335]
1642,OCC#C.O>>OC(CO)=C,[1602]
1643,OCC#C>>OC1=CC1,[8344]
1644,C(C)N>>[C&-].C=[N&+],[3691]
1645,OCC#CCC(=O)[#1]>>[C&-]#[O&+].C=C=C=C.O[#1],[9763]
1646,C(C)N>>C.CN,[11726]
1647,C(C)N>>C.C.N,[3996]
1648,C(C)N=C>>C=[N&+](C)[C&-],[7252]
1649,C(C)CO>>C(O)CC,[10360]
1650,OCC(C[#1])C>>C=CCC.O[#1],[7227]
1651,C(C)N.O>>[C&-][N&+].CO,[10240]
1652,OCC=N>>OC1CN1,[9535]
1653,C(C)C[#1].O>>CCC.O[#1],[3301]
1654,C(C)C[#1].O>>C=C.C.O[#1],[7149]
1655,C(C)CO>>CCC.O,[7254]
1656,OCCC(O)[#1]>>[C&-]=[O&+].C=C.O[#1],[5323]
1657,OCCC=O>>OCC1CO1,[9995]
1658,OCC(C)O[#1]>>C(C=O)C.O[#1],[5026]
1659,C(C=O)(C#N)[#1]>>c1conc1[#1],[4238]
1660,O=CCC#C>>[O&+](=[C&-])c1cc1,[4644]
1661,O=CCC#N>>[O&+](=[C&-])C1=NC1,[3317]
1662,O=CCC=O>>O1C([O&+]=[C&-])C1,[10777]
1663,O=CCC=O>>[O&+](=[C&-])C1CO1,[5197]
1664,O=CCCC>>[O&+](=[C&-])CCC,[2334]
1665,O=CCCC[#1]>>C=C.O1C([#1])C1,[6635]
1666,O=CCCN>>[O&+](=[C&-])CCN,[10985]
1667,OC(=N)C#N>>[O&+]=[C&-]N[N&+]#[C&-],[11289]
1668,O=CCN.O>>N.O1C(O)C1,[6776]
1669,O=CCNC[#1]>>C=N.O1C([#1])C1,[6634]
1670,C(C=C)C[#1]>>C([C&-]C[C&+])[#1],[8217]
1671,O=CCOC[#1]>>C=O.O1C([#1])C1,[4352]
1672,C(C1OCC1)[#1]>>C=CC[#1].C=O,[9835]
1673,O=CN1CC1>>C=C.[O&-][N&+]#C,[10123]
1674,O=CN=[N&+]=[N&-]>>C#N.O=[N&+]=[N&-],[7]
1675,O=CNC>>O1C(C)N1,[6227]
1676,O=CCC[#1]>>[O&+](=[C&-])CC[#1],[4364]
1677,C(C=O)C.O[#1]>>OCC(O[#1])C,[10427]
1678,O=C1NCCO1>>C=O.N=C.[O&+]#[C&-],[5451]
1679,O=C1OC([#1])C1>>[O&+]#[C&-].O=CC[#1],[11659]
1680,O=C1OC2CC12>>[O&+]#[C&-].O=CC=C,[4815]
1681,O=C1OCCO1>>C=O.[O&+]#[C&-].O=C,[6045]
1682,O=CC#CC>>O1C(C)C1=C,[2732]
1683,O=CC(=O)C>>[C&-]#[O&+].[O&+](=[C&-])C,[5203]
1684,O=CC(=O)N1CC1[#1]>>[o&+]1cc([O&-])n(C[#1])c1,[6748]
1685,O=CC=C>>O1CC1C,[4390]
1686,O=CC(CC)[#1]>>O(C(C=C)[#1])C,[3033]
1687,O=CC(N)C>>O(C1[N&+][C&-]1)C,[7352]
1688,O=CC(N[#1])[#1]>>O(C(C=N)[#1])[#1],[2350]
1689,O=CC(O)C=O>>O1C(O)C2C1O2,[10774]
1690,O=CC1CC1>>O1C(C=C)C1,[8529]
1691,O=CC1CN1.O>>O1[C@](O)[C@]1[N&+][C&-],[6795]
1692,O=CC1CO1>>C=O.[O&-]C=[C&+],[7068]
1693,C(C=O)C#N>>C1C([O&+]=[C&-])=N1,[4495]
1694,C(C=O)C#N>>C=C=CN=O,[4507]
1695,O=c1nccn1>>C#C.O1C(=N)N1,[4798]
1696,O=c1nccn1>>N=CC=N.[O&+]#[C&-],[4802]
1697,O=c1ncco1>>C#C.O1C(=N)O1,[6323]
1698,O=c1ncco1>>N=CC=O.[O&+]#[C&-],[6316]
1699,O=c1ncnn1>>C#N.O1C(=N)N1,[4624]
1700,O=c1ncno1>>N=CN=O.[O&+]#[C&-],[5149]
1701,O=c1nnc([#1])cn1>>[O&-]C1=NC=C=[N&+]([#1])N1,[6537]
1702,O=c1nnccn1>>O=C/C=N\NC#N,[6531]
1703,O=CNCC#C>>O1C(C=C=C)N1,[637]
1704,O=c1occ([#1])cc1>>[O&-]C1=CC=[C&+]C([#1])O1,[6341]
1705,O=c1occc([#1])c1>>O(C1=[O&+][C&-]C=C=C1)[#1],[6343]
1706,O=c1occcc1>>O1C2=CC1C=CO2,[6331]
1707,O=c1occcc1>>O1[C@]23OC=CC2C13,[6332]
1708,O=c1occcc1[#1]>>O(C1=C=CC=CO1)[#1],[6340]
1709,O=cn(n)[#1]>>[O&-][c&+][n&-]n[#1],[3094]
1710,C(C1CN1)[#1].O>>C=C[N&+][C&-].O[#1],[4565]
1711,C(C1CC1)[#1]>>C(C=C)C[#1],[11699]
1712,O=c1nnccn1>>[O&-]N[N&-]C=C[N&+]#[C&+],[6538]
1713,O=CNCCC>>[C&+].C=C.[O&-][C&+][N&-],[6495]
1714,O=COC(C#N)[#1]>>C=N[#1].[o&+]1[c&-]oc1,[1609]
1715,O=C[#1].O.O>>[O&+]#C.[O&-].O[#1],[5204]
1716,C(C1CNC1)[#1]>>C=CC[#1].C=N,[8036]
1717,O=C[C@]1C[C@@]1C>>O(C1C=CC1)C,[10599]
1718,O=Cc1ncco1>>O1C=NC=C[O&+]=[C&-]1,[11271]
1719,O=Cc1ncco1>>[O&-]N1C(=[C&+])OC=C1,[11273]
1720,C(C1CN1)[#1]>>[C&-]C([N&+]=C)[#1],[10373]
1721,O=c1ccncn1>>O=C[C&-]N[C&+][N&+]#[C&-],[9175]
1722,O=Cn1cncn1>>[O&-][N&+](N=[C&-])=C[N&+]#C,[7761]
1723,O=c(o)c>>[O&+]#[C&-].oc,[6346]
1724,O=c.n[#1]>>O(c)[#1].n,[9180]
1725,O=c1c([#1])cncn1>>O(C1=C=CNC=N1)[#1],[9184]
1726,O=c1c([#1])cncn1>>[O&+]1=C([#1])N=CNC=[C&-]1,[9188]
1727,O=c1ccncn1>>O1C2=CC1NC=N2,[9174]
1728,O=c1ccncn1>>O1[C@]23C1C2NC=N3,[9189]
1729,O=c1ccncn1>>O=CNC=CC#N,[9173]
1730,O=Cn1cncn1>>O1C2N3C2N2C1N32,[7765]
1731,C#CC1CO1>>C1=C=C1.C=O,[5224]
1732,c1nocn1>>C1=NO1.C#N,[4716]
1733,c1nocn1>>C1=NO1.C=N,[11398]
1734,c1noco1>>C#[N&+][O&-].C=O,[9239]
1735,C#C.C.OC[#1]>>[C&-].C(=C)[#1].[O&+]=C,[8356]
1736,o1c([#1])cnc1>>[O&+]1=[C&-]C([#1])N=C1,[5758]
1737,o1c([#1])cnc1>>N#C.O=C=C[#1],[5757]
1738,C(CC1CO1)[#1]>>C=C.C(=C)O[#1],[5326]
1739,c1nonn1>>C#[N&+][O&-].N#N,[2514]
1740,c1nonn1>>C(N=O)=[N&+]=[N&-],[0]
1741,c1oc([#1])ccc1>>C1C(=O)C([#1])C=C1,[6345]
1742,c1oc([#1])ccc1>>C1[O&+]=[C&-]C([#1])C=C1,[6336]
1743,c1oc([#1])co1>>C(O[#1])OC=C,[117]
1744,c1oc([#1])co1>>C1[O&+]=[C&-]C([#1])O1,[116]
1745,c1oc([#1])no1>>C=O.O(C#N)[#1],[2472]
1746,c1oc([#1])no1>>C=O.O=C=N[#1],[2473]
1747,o1c([#1])ccn1>>O([C&+]=CC=[N&-])[#1],[3920]
1748,c1nnnn1>>C1=NN1[N&+]=[N&-],[924]
1749,c1nnnnc1>>C(N=[N&-])=C[N&+]#N,[3504]
1750,c1nnnnc1>>C1(N=[N&+]=[N&-])N=C1,[3503]
1751,c1nnno1>>C=N.[N&-]=[N&+]=O,[3095]
1752,c1nnno1>>C=O.N=[N&+]=[N&-],[3096]
1753,c1noc(=O)n1>>[C&-]#[O&+].C(N=O)=N,[11396]
1754,c1noc(=O)o1>>[C&-]#[O&+].C(N=O)=O,[9238]
1755,c1noc(N)c1[#1]>>C1=C=C([N&+][#1])O[N&-]1,[8551]
1756,c1nocn1>>C1=NC2N1O2,[4713]
1757,C#CCC1CN1>>C(=C=C)CC=N,[8003]
1758,C#CCC1CC1>>C(=C=C)CC=C,[5647]
1759,C#CCC(O)[#1]>>[C&-]=[O&+].C(=C=C)[#1],[9213]
1760,c1nocc1[#1]>>C(=C1[N&-][O&+]=C1)[#1],[7455]
1761,C#CCC#N>>C(=C=C)[N&+]#[C&-],[2598]
1762,C#CC=O>>C12CC1O2,[3719]
1763,C#CC=O>>C(C=C)=O,[4693]
1764,C#CC=C>>[C&+]1C(=[C&-])C1,[8357]
1765,c1noc(N[#1])c1>>C1=NOC(=N)C1[#1],[8550]
1766,coccn>>c[n&+]C=C[O&-],[11513]
1767,nn(c=O)[#1]>>n(nc[O&-])[#1],[7772]
1768,n(n)[#1]>>[n&-]n[#1],[6535]
1769,ncC>>[n&+]([c&-])C,[7239]
1770,n.n[#1]>>n[#1].n,[372]
1771,n1([#1])cccc1>>N1=CC=CC1[#1],[1262]
1772,n1([#1])cccn1>>N1=NC=CC1[#1],[5262]
1773,n1([#1])ccnc1>>N1=CC=NC1[#1],[4148]
1774,c1occ([#1])cc1>>C1OC=C2C([#1])C12,[6342]
1775,n1([#1])ccnn1>>N1=NN=CC1[#1],[353]
1776,n1([#1])cncn1>>N1=NC=NC1[#1],[3771]
1777,n1([#1])cnnc1>>N1=CN=NC1[#1],[1237]
1778,n1c([#1])cc(C[#1])n1>>[#1][#1].[N&+]1=C=CC(=C)[N&-]1,[9071]
1779,n1c([#1])ccc1>>N1CC([#1])C=C1,[1257]
1780,n1c([#1])ccn1>>N1CC([#1])C=N1,[5272]
1781,n1ncoc1>>N1N=C1.O=C,[8645]
1782,n1ncoc1>>N1N(C=O)C1,[8644]
1783,n1([#1])ccnc1>>N1=CN=CC1[#1],[4147]
1784,c1occ([#1])o1>>C=O.C(=C=O)[#1],[114]
1785,c1occc([#1])c1>>C1/C(=C\C=O)C1[#1],[6344]
1786,c1occc([#1])c1>>C1OC2C([#1])C2=C1,[6339]
1787,c1occc([#1])c1>>C1OC=CC1=C[#1],[6333]
1788,c1occc([#1])c1>>C1[O&+]=CC=[C&-]C1[#1],[6335]
1789,c1occcc1>>C1C(C=O)C=C1,[6338]
1790,c1occcc1>>C1OC(C)C=C1,[6334]
1791,c1occo1>>C1C(C=O)O1,[115]
1792,c[#1].nc[#1]>>[#1][#1].[c&-].[n&+]#c,[4149]
1793,c1onc([#1])n=1>>C(N=C=N[#1])=O,[2210]
1794,c1oncn=1>>C#N.C#[N&+][O&-],[2209]
1795,c1oncn=1>>C#[N&+]C=N[O&-],[2214]
1796,c1oncn=1>>C(N1C=N1)=O,[2211]
1797,c1onno1>>C=O.[N&-]=[N&+]=O,[2552]
1798,cN[#1].n>>c=N.n[#1],[8549]
1799,c[#1].c(n)[#1]>>[#1][#1].[c&-].c#[n&+],[8308]
1800,o1c([#1])ccc1>>[O&+]1=[C&-]C([#1])C=C1,[2061]
1801,c1ocno1>>C=O.C#[N&+][O&-],[2471]
1802,c1ncno1>>C1=NC=[N&+]1[O&-],[6702]
1803,C#C[#1].N.O>>N[C&-]=C[#1].[O&+],[3393]
1804,c1nn([#1])cn1>>C(/N=N\C[#1])=N,[7778]
1805,C#C[#1].C#N>>C(=C)C=N[#1],[8191]
1806,c1nnc(=O)n1>>[C&-]#[O&+].C(N=N)=N,[7774]
1807,c1nnc(N[#1])o1>>C1([#1])N=NC(=N)O1,[10096]
1808,c1nnc(O[#1])n1>>C1=NC(=O)[N&+]([#1])[N&-]1,[11445]
1809,c1nnnn1>>C(N=N)=[N&+]=[N&-],[4005]
1810,c1nnc([#1])c1>>C(=N[#1])C=C=N,[921]
1811,c1nnc([#1])c1>>C1=NNCC1[#1],[11627]
1812,C#C[#1].C#N>>C(=C)/C=N\[#1],[9384]
1813,C#C[#1].C#C>>C(=C1C=C1)[#1],[6589]
1814,c1nnc([#1])cn1>>C1N/C(=N\[#1])C=N1,[6534]
1815,c1nnc([#1])n1>>C#N.N=C=N[#1],[7313]
1816,C#C[#1].C#C>>C(=C)C=C[#1],[6588]
1817,c1nnc([#1])n=1>>C(N=C=N[#1])=N,[16]
1818,c1nnc([#1])c1>>C(=NN[#1])C#C,[11620]
1819,c1ncco1>>C1C(C=N)O1,[6318]
1820,c1ncco1>>C1NC1C=O,[6317]
1821,c1ncncn1>>C#N.N#C.N#C,[4341]
1822,c1ncncn1>>C12N=CN1C=N2,[4343]
1823,c1ncnn1>>C#N.C#[N&+][N&-],[373]
1824,c1ncnn1>>C(N1C=N1)=N,[367]
1825,c1ncnn1>>C1=NC1N=N,[368]
1826,c1ncnn1>>CNN1N=C1,[365]
1827,C#C[#1].O>>[O&+][C&-]=C[#1],[635]
1828,c1ncnn1[#1]>>C(/N=N\C=N)[#1],[4623]
1829,c1ncnn1[#1]>>C1([#1])N=CN=N1,[370]
1830,c1ncnnn1>>C#[N&+]C=NN=[N&-],[10939]
1831,c1ncnnn1>>C([N&+]#C)=NN=[N&-],[10934]
1832,c1ncnnn1>>C1(N=[N&+]=[N&-])N=C1,[10938]
1833,c1ncnnn1>>C1=NC1N=[N&+]=[N&-],[10937]
1834,c1ncnnn1>>C1=NC=N[N&+]1=[N&-],[10935]
1835,c1ncnnn1>>C1=N[N&+](=[N&-])C=N1,[10940]
1836,c1ncnn1>>[C&+]N[N&-].N#C,[362]
1837,c1nncn=1>>C1=[N&+]([N&-])C=N1,[13]
1838,c1nncnn1>>C#N.C#N.N#N,[150]
1839,c1nncnn1>>C#[N&+][N&-][C&-][N&+]#N,[151]
1840,c1nnnc([#1])n1>>C#[N&+][N&-]N=C=N[#1],[1037]
1841,C#CCCC#C>>C(=C=C)C1=CC1,[11027]
1842,C#CCCC#C>>C(=C=C)C([C&+])=[C&-],[11026]
1843,c1nnnc1>>C1=N[N&+]([N&-])=C1,[5101]
1844,C#CCC>>[C&+]=C=C.[C&-],[2216]
1845,C#CC[#1]>>C1=C([#1])C1,[9965]
1846,c1nnnc1[#1]>>C1=[C&+]N([#1])N[N&-]1,[757]
1847,c1nnncn1>>C#N.C#N.N#N,[1041]
1848,c1nnncn1>>C(=NN=[N&-])[N&+]#C,[1039]
1849,c1nnncn1>>C12N3N=NC1N23,[1038]
1850,c1nnncn1>>C1=NC1N=[N&+]=[N&-],[1036]
1851,c1nnncn1>>C1=NC2N1N=N2,[1040]
1852,c1nnncn1>>C1=NC2n3n1n32,[1034]
1853,c1nnnn1>>C#N.N=[N&+]=[N&-],[925]
1854,C#CCC>>C(=[C&-]C)[C&+],[3728]
1855,C#CC[#1].O[#1]>>[#1][#1].OC=C=C,[9202]
1856,C#CC[#1].O>>[C&+]C(=C)[#1].[O&-],[7298]
1857,C#CC[#1].O>>C=C=C.O[#1],[7296]
1858,c1nncc1>>C1=N[N&+]2[C&-]C12,[911]
1859,C#CCOC[#1]>>C(=C=C)[#1].C=O,[1696]
1860,C#CCO.O[#1]>>OC=C=C.O[#1],[5921]
1861,c1nnccn1>>C1[N&+]([N&-])=CC=N1,[6533]
1862,c1nncn1>>C#N.[N&-]N[C&+],[11451]
1863,c1nncn=1>>C1=NC1N=N,[18]
1864,c1nncn1>>C1=NC2N1N2,[11452]
1865,C#CCCO[#1]>>C(=C=C)[#1].C=O,[5375]
1866,c1nncn1>>C1=NN1NC,[7318]
1867,c1nncn1>>C1=NN1[N&+]=[C&-],[11446]
1868,c1nncn1[#1]>>C(\N=N)=N\C[#1],[7775]
1869,c1nncn=1>>C#N.C#[N&+][N&-],[20]
1870,c1nncn=1>>C(N1C=N1)=N,[22]
1871,c1nncn=1>>C([N&+]#C)N[N&-],[19]
1872,C#CCCO[#1]>>C1=C([#1])C1.C=O,[5374]
1873,o1ccc([#1])n1>>O=CC=C=N[#1],[3917]
1874,o1ccc([#1])n1>>[O&+](=CC#C)[N&-][#1],[3921]
1875,o1cccc1>>O1C2C=CC12,[2063]
1876,o1cccc1[#1]>>[O&+]1=[C&-]C=CC1[#1],[2060]
1877,o1cccn1>>O=CC1C=N1,[3916]
1878,o1ccnc1>>O1C2C=NC12,[5761]
1879,o1ccnc1>>O=CC1N=C1,[5760]
1880,n1c([#1])cnc1>>[N&+]1=[C&-]C([#1])N=C1,[4152]
1881,o1ccnc1>>[O&-]C=C[N&+]#C,[5764]
1882,o1ccnc1[#1]>>C#C.O=C=N[#1],[5756]
1883,o1ccnc1[#1]>>O=C=NC=C[#1],[5759]
1884,o1cnc([#1])n1>>O=CN=C=N[#1],[4201]
1885,o1cncn1>>C#N.[O&-][N&+]#C,[4205]
1886,o1cncn1>>O=CN1C=N1,[4202]
1887,o1cncn1>>O=NC1C=N1,[4203]
1888,o1cnnc1>>N#N.[O&+](=[C&-])C,[2775]
1889,o1ccnc1>>O=CN1C=C1,[5763]
1890,n1cncc1>>N=CN1C=C1,[7235]
1891,n1cncc1[#1]>>[N&+]1([#1])C=NC=[C&-]1,[7243]
1892,n1cncn1>>C#N.N1C=N1,[1573]
1893,C#C.NC>>NC=CC,[3789]
1894,n1cncn1>>N(C1N=C1)N,[3774]
1895,n1cncn1>>N(C[N&+]#C)[N&-],[3777]
1896,n1cncn1>>N1C2N=CN12,[7767]
